application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/20229,1999-09-02,?,PCT,None,None,None,,5331,000,000000,,None,VLG-65165,218,21sep1999 19:26:44,9200,2006-03-27,,,200015010,2000-03-16,,,,PEND,PLUG-IN POWER MODULE INCORPORATING GROUND-FAULT DETECTION AND REPORTING,0,0
PCT/US99/20230,1999-09-03,?,PCT,TSE,YOUNG,TOI,64144,2634,375,232000,,None,97RSS560PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014650,2000-03-16,,,,PEND,A METHOD OF FREQUENCY DOMAIN FILTERING EMPLOYING A REAL TO ANALYTIC TRANSFORM,0,0
PCT/US99/20231,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,252111 PCT,218,23sep1999 19:26:31,9200,2006-03-27,,,200013846,2000-03-16,,,,PEND,INDEXING TOOL TURRET,0,0
PCT/US99/20232,1999-09-03,?,PCT,WINAKUR,ERIC,FRANK,76001,3736,600,341000,,None,181.0009PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013575,2000-03-16,,,,PEND,METHOD FOR MONITORING ARTERIAL OXYGEN SATURATION,0,0
PCT/US99/20233,1999-09-03,?,PCT,WINAKUR,ERIC,FRANK,76001,3736,600,340000,,None,151.0007PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013567,2000-03-16,,,,PEND,DISPOSABLE PULSE OXIMETER ASSEMBLY AND PROTECTIVE COVER THERFOR,0,0
PCT/US99/20234,1999-09-03,?,PCT,LACYK,JOHN,P,93221,3736,600,339000,,None,151.0006PCT,256,10nov2001 00:00:00,9200,2012-03-05,,,200013576,2000-03-16,,,,PEND,NASOPHARYNGEAL AIRWAY WITH REFLECTIVE PULSE OXIMETER SENSOR,0,0
PCT/US99/20235,1999-09-03,?,PCT,WINAKUR,ERIC,FRANK,76001,3736,600,339000,,None,151.0005PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013577,2000-03-16,,,,PEND,PULSE-OXIMETER SENSOR COMBINED WITH A COMBINATION OROPHARYNGEAL AIRWAY AND BITE BLOCK,0,0
PCT/US99/20236,1999-09-03,?,PCT,LACYK,JOHN,P,93221,3736,600,346000,,None,151.0004PCT,275,06may2003 00:00:00,9200,2006-03-27,,,200016685,2000-03-30,,,,PEND,SELF-PIERCING PULSE OXIMETER SENSOR,0,0
PCT/US99/20237,1999-09-03,?,PCT,SHANKAR,VIJAY,,67174,2697,345,177000,,None,172/29,256,10nov2001 00:00:00,9200,2006-03-27,,,200016291,2000-03-23,,,,PEND,SYSTEMS AND PROCESSING ALGORITHMS FOR ULTRASOUND TIME-OF-FLIGHT DIGITIZER SYSTEMS,0,0
PCT/US99/20238,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,98039-00 PCT,218,16sep1999 19:25:29,9200,2006-03-27,,,200014077,2000-03-16,,,,PEND,"PROCESS FOR MAKING 2-(2,4-DIHYDROXYPHENYL) OR 2-(2,4-DIALKOXYPHENYL)-4,6-BISARYL-1,3,5-TRIAZINES",0,0
PCT/US99/20239,1999-09-01,?,PCT,MERTZ,PREMA,MARIA,66847,1646,530,350000,,None,PF-0585 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014231,2000-03-16,,,,PEND,LIM DOMAIN PROTEIN HOMOLOG,0,0
PCT/US99/20240,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,ORT-1035/PCT,218,16sep1999 19:25:14,9200,2006-03-27,,,200014088,2000-03-16,,,,PEND,"5-HETEROCYCLYL PYRAZOLO [4,3-D]PYRIMIDIN-7-ONES FOR THE TREATMENT OF MALE ERECTILE DYSFUNCTION",0,0
PCT/US99/20241,1999-09-02,?,PCT,WATKINS III,WILLIAM,P,95607,1772,428,141000,,None,SAMD-40WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200013917,2000-03-16,,,,PEND,METHOD OF MANUFACTURING ENHANCED FINISH SPUTTERING TARGETS,0,0
PCT/US99/20242,1999-09-02,?,PCT,MARX,IRENE,,60119,1651,536,017400,,None,G113A,256,10nov2001 00:00:00,9200,2006-03-27,,,200014100,2000-03-16,,,,PEND,NOCATHIACIN ANTIBIOTIC DERIVATIVES PREPARED BY MICROBIAL BIOTRANSFORMATION,0,0
PCT/US99/20243,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,44154,218,22sep1999 19:24:49,9200,2006-03-27,,,200014129,2000-03-16,,,,PEND,LONG CHAIN BRANCHED ETHYLENE HOMOPOLYMER AND INTERPOLYMER MADE BY A SLURRY PROCESS,0,0
PCT/US99/20244,1999-09-02,?,PCT,WEISS,JOHN,,59873,3761,604,540000,,None,UMT-2-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200015165,2000-03-23,,,,PEND,ARTICLE FOR PACKING BODY CAVITIES,0,0
PCT/US99/20245,1999-09-02,?,PCT,WALKER,MISTY,F,92867,5332,000,000000,,None,HDC-014PC,218,24sep1999 19:24:33,9200,2006-03-27,,,200013474,2000-03-09,,,,PEND,FORMING PLUGS IN VIAS OF CIRCUIT BOARD LAYERS AND SUBASSEMBLIES,0,0
PCT/US99/20246,1999-09-02,?,PCT,TAYLOR,VICTOR,J,99539,2862,367,037000,,None,1391-12402,256,10nov2001 00:00:00,9200,2006-03-27,,,200013043,2000-03-09,,,,PEND,VERTICAL SEISMIC PROFILING IN A DRILLING TOOL,0,0
PCT/US99/20247,1999-09-02,?,PCT,COUSO,YON,JUNG,93763,2665,382,251000,,None,8755.11,256,10nov2001 00:00:00,9200,2006-03-27,,,200033241,2000-06-08,,,,PEND,SYSTEMS AND METHODS FOR IMAGE CONVERSION USEFUL IN THE TRANSFORMATION OF PHOTOGRAPHIC PICTURES INTO,0,0
PCT/US99/20248,1999-09-02,?,PCT,THOMPSON,HUGH,B,91965,3634,182,150000,,None,7321-A-1PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200020707,2000-04-13,,,,PEND,TIRE MOUNTABLE STEPSTOOL,0,0
PCT/US99/20249,1999-09-02,?,PCT,WALKER,MISTY,F,92867,5332,000,000000,,None,20944.5116,218,04oct1999 19:23:54,9200,2006-03-27,,,200019522,2000-04-06,,,,PEND,IMPROVED METHODS FOR BARRIER LAYER FORMATION,0,0
PCT/US99/20250,1999-09-03,?,PCT,WEISS JR,JOSEPH,,95539,3761,128,207180,,None,D-7719-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200117598,2001-03-15,,,,PEND,THERAPEUTIC PROCESS AND APPARATUS FOR NASAL PASSAGES,0,0
PCT/US99/20251,1999-09-03,?,PCT,PEAVEY,ENOCH,E,62363,3626,277,359000,,None,FMO3003.2,256,10nov2001 00:00:00,9200,2006-03-27,,,200014440,2000-03-16,,,,PEND,BI-MODULUS COMPOSITE SEAL AND ITS METHOD OF MANUFACTURE,0,0
PCT/US99/20252,1999-09-02,?,PCT,SIRMONS,KEVIN,C,99158,3763,604,264000,,None,RLUTHER.001V,256,10nov2001 00:00:00,9200,2006-03-27,,,200013728,2000-03-16,,,,PEND,INTRAVENOUS INFUSION NEEDLE WITH SOFT BODY,0,0
PCT/US99/20253,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,QLOGICC.004V,218,23sep1999 19:23:20,9200,2006-03-27,,,200014645,2000-03-16,,,,PEND,METHOD AND APPARATUS FOR COMPARING AN ADDRESS SENT ON A BUS TO A DEVICE'S ASSIGNED ADDRESS OR,0,0
PCT/US99/20254,1999-09-02,?,PCT,RAMAKRISHNAIAH,MELUR,,66090,2656,455,001000,,None,IRI05024,256,10nov2001 00:00:00,9200,2006-03-27,,,200014933,2000-03-16,,,,PEND,COMMUNICATIONS NETWORK HAVING ADAPTIVE NETWORK LINK OPTIMIZATION,0,0
PCT/US99/20255,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,IRI03903,218,01oct1999 19:23:06,9200,2006-03-27,,,200014564,2000-03-16,,,,PEND,MOVABLE SUBSCRIBER DEVICE LOCATION USING DUAL SATELLITES,0,0
PCT/US99/20256,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,44071,218,21sep1999 19:23:02,9200,2006-03-27,,,200018493,2000-04-06,,,,PEND,COMPOSITION AND PROCESS OF REMOVAL OF ACID GASES,0,0
PCT/US99/20257,1999-09-03,?,PCT,HACKLEY JR,PERRY,H,93255,5332,000,000000,,None,I-2-111PC,218,23sep1999 19:22:57,9200,2006-03-27,,,200057661,2000-09-28,,,,PEND,CDMA LOCATION,0,0
PCT/US99/20258,1999-09-02,?,PCT,KWOH,JASPER,C,63094,2663,370,352000,,None,P3327PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200018074,2000-03-30,,,,PEND,METHOD AND APPARATUS FOR PROVIDING INTEGRATED ROUTING FOR PSTN AND IPNT CALLS IN A CALL CENTER,0,0
PCT/US99/20259,1999-09-02,?,PCT,SAM,PHIRIN,,99803,2616,370,352000,,None,P3314PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016523,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR SELECTIVELY PRESENTING MEDIA-OPTIONS TO CLIENTS OF A MULTIMEDIA CALL,0,0
PCT/US99/20260,1999-09-02,?,PCT,TRAN,KHAI,,69378,2632,375,259000,,None,BURCHE.B-2,256,10nov2001 00:00:00,9200,2006-03-27,,,200013384,2000-03-09,,,,PEND,NARROWBAND SIMULTANEOUS MULTIBIT WIRELESS TRANSMISSION METHOD,0,0
PCT/US99/20261,1999-09-03,?,PCT,None,None,None,,5332,000,000000,,None,LOMACE.012V,218,06oct1999 19:22:15,9200,2006-03-27,,,200013684,2000-03-16,,,,PEND,PHARMACEUTICAL COMPOSITION AND METHOD FOR TREATMENT OF INFLAMMATION,0,0
PCT/US99/20262,1999-09-03,?,PCT,TAPOLCAI,WILLIAM,E,96274,3744,236,012110,,None,01158 WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200014615,2000-03-16,,,,PEND,IMPROVED THERMOSTATIC MIXING VALVE,0,0
PCT/US99/20263,1999-09-03,?,PCT,None,None,None,,5332,000,000000,,None,1700.74-1,218,20sep1999 19:21:58,9200,2006-03-27,,,200015008,2000-03-16,,,,PEND,MICROWAVE PROBE APPLICATOR FOR PHYSICAL AND CHEMICAL PROCESSES,0,0
PCT/US99/20264,1999-09-03,?,PCT,THOMAS,DAVID,B,98231,3723,081,441000,,None,PHILLIPS 98.,256,10nov2001 00:00:00,9200,2006-03-27,,,200013857,2000-03-16,,,,PEND,DRIVER BIT AND DRIVER,0,0
PCT/US99/20265,1999-09-03,?,PCT,None,None,None,,5332,000,000000,,None,"38,809",218,20sep1999 19:21:42,9200,2006-03-27,,,200014181,2000-03-16,,,,PEND,MULTIPLE STAGE SULFUR REMOVAL PROCESS,0,0
PCT/US99/20266,1999-09-03,?,PCT,FLANIGAN,ALLEN,J,86340,3743,165,045000,,None,JRH-4PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014452,2000-03-16,,,,PEND,GEOTHERMAL ENERGY MEANS AND PROCEDURE,0,0
PCT/US99/20267,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,FEMTO.008VPC,218,22sep1999 19:21:27,9200,2006-03-27,,,200016064,2000-03-23,,,,PEND,PULSED AIR SAMPLER,0,0
PCT/US99/20268,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,"38,808",218,27sep1999 19:21:22,9200,2006-03-27,,,200014182,2000-03-16,,,,PEND,SULFUR REMOVAL PROCESS,0,0
PCT/US99/20270,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,0135-593,218,27sep1999 19:21:09,9200,2006-03-27,,,200013596,2000-03-16,,,,PEND,ATTACHMENT TOOL FOR DRILL GUIDE,0,0
PCT/US99/20271,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,DN1999184PCT,218,08oct1999 19:21:05,9200,2006-03-27,,,200117806,2001-03-15,,,,PEND,MONITORING THE CONDITION OF A PNEUMATIC TIRE,0,0
PCT/US99/20272,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,DN1999-165-P,218,27sep1999 19:21:00,9200,2006-03-27,,,200117801,2001-03-15,,,,PEND,FARM IMPLEMENT TIRE,0,0
PCT/US99/20273,1999-09-03,?,PCT,SEIDLECK,BRIAN,K,72906,1615,424,456000,,None,ASC-110.0 PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200013678,2000-03-16,,,,PEND,EXTENDED RELEASE ACETAMINOPHEN,0,0
PCT/US99/20274,1999-09-03,?,PCT,BINDA,GREGORY,JOHN,95463,3629,464,162000,,None,TRW (RG) 390,256,10nov2001 00:00:00,9200,2006-03-27,,,200014418,2000-03-16,,,,PEND,SHAFT ASSEMBLY,0,0
PCT/US99/20275,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,WWS 97-006,218,22sep1999 19:20:33,9200,2006-03-27,,,200016528,2000-03-23,,,,PEND,ADAPTIVE WEIGHTING METHOD FOR ORTHOGONAL FREQUENCY DIVISION MULTIPLEXED SOFT SYMBOLS USING CHANNEL,0,0
PCT/US99/20276,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,WWS98-013X,218,21sep1999 19:20:28,9200,2006-03-27,,,200021261,2000-04-13,,,,PEND,METHOD AND APPARATUS FOR DEMODULATING AND EQUALIZING AN AM COMPATIBLE DIGITAL AUDIO,0,0
PCT/US99/20277,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,WWS 98-009X,218,29sep1999 19:20:23,9200,2006-03-27,,,200021228,2000-04-13,,,,PEND,METHOD FOR EQUALIZATION OF COMPLEMENTARY CARRIERS IN AN AM COMPATIBLE DIGITAL AUDIO BROADCAST,0,0
PCT/US99/20278,1999-09-03,?,PCT,WU,JINGGE,,66121,2665,382,232000,,None,42390.P6429,256,10nov2001 00:00:00,9200,2006-03-27,,,200014619,2000-03-16,,,,PEND,MULTI-LINEARIZATION DATA STRUCTURE FOR IMAGE BROWSING,0,0
PCT/US99/20279,1999-09-03,?,PCT,URBAN,EDWARD,F,97636,2649,455,445000,,None,FP65028/DCA,256,10nov2001 00:00:00,9200,2006-03-27,,,200014986,2000-03-16,,,,PEND,CELLULAR NETWORK COMMUNICATION SYSTEM,0,0
PCT/US99/20280,1999-09-03,?,PCT,LE,THANH,C,95406,2684,455,456000,,None,QCPA637PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014567,2000-03-16,,,,PEND,RECEIVER FOR PERFORMING POSITION LOCATION WITH EFFICIENT ROTATOR,0,0
PCT/US99/20281,1999-09-03,?,PCT,GANTT,ALAN,T,99717,2684,455,041000,,None,QCPA636PCT,275,10mar2003 00:00:00,9200,2006-03-27,,,200014568,2000-03-16,,,,PEND,SIMPLIFIED RECEIVER WITH ROTATOR FOR PERFORMING POSITION LOCATION,0,0
PCT/US99/20282,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,17384 PCT,218,22sep1999 19:19:33,9200,2006-03-27,,,200013054,2000-03-09,,,,PEND,TRANSCEIVER HOUSING AND EJECTION MECHANISM THEREFORE,0,0
PCT/US99/20283,1999-09-03,?,PCT,JEFFERY,JOHN,A,86570,3742,219,388000,,None,315.5968WOU,256,10nov2001 00:00:00,9200,2006-03-27,,,200021338,2000-04-13,,,,PEND,FOOD COOKING APPARATUS,0,0
PCT/US99/20284,1999-09-03,?,PCT,BROWN,RUEBEN,M,97790,2623,725,001000,,None,10260/2 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014961,2000-03-16,,,,PEND,REMOTE VIRTUAL CONCERT SYSTEM AND METHOD,0,0
PCT/US99/20285,1999-09-03,?,PCT,MULL,FRED,H,98742,3648,342,357060,,None,QCPA635PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014569,2000-03-16,,,,PEND,RELIABLE POSITION LOCATION IN MEMORY LIMITED ENVIRONMENT,0,0
PCT/US99/20286,1999-09-03,?,PCT,PARSA,JAFAR,F,94589,1671,568,300000,,None,1007-2PCT,566,17nov1999 00:00:00,9200,2012-03-05,,,200014042,2000-03-16,,,,PEND,HIGH SELECTIVE METHOD OF PHENOL AND ACETONE PRODUCTION,0,0
PCT/US99/20287,1999-09-03,?,PCT,PROUTY,REBECCA,E,95610,1652,435,069100,,None,PF-0588 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014248,2000-03-16,,,,PEND,CYCLIC NUCLEOTIDE-ASSOCIATED PROTEINS,0,0
PCT/US99/20288,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,MBI-006PC,218,21sep1999 19:18:37,9200,2006-03-27,,,200014232,2000-03-16,,,,PEND,HYPERTENSION ASSOCIATED TRANSCRIPTION FACTORS AND USES THEREFOR,0,0
PCT/US99/20289,1999-09-03,?,PCT,SHAH,SANJIV,,68103,2624,707,001000,,None,659.0001WOU,256,10nov2001 00:00:00,9200,2006-03-27,,,200014657,2000-03-16,,,,PEND,METHOD FOR ORGANIZING SEARCH RESULTS,0,0
PCT/US99/20290,1999-09-03,?,PCT,ALVAREZ,RAQUEL,,97051,2761,705,036000,,None,321.5452WOU,256,10nov2001 00:00:00,9200,2006-03-27,,,200014670,2000-03-16,,,,PEND,FINANCIAL INSTRUMENT FILTERING SYSTEM AND METHOD THEREFOR,0,0
PCT/US99/20291,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,8343PCT (DJC,218,08oct1999 19:18:11,9200,2006-03-27,,,200014602,2000-03-16,,,,PEND,PROCESS FOR FORMING A FILTER,0,0
PCT/US99/20292,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,8342PCT,218,08oct1999 19:18:07,9200,2006-03-27,,,200014603,2000-03-16,,,,PEND,PREPARING COLOR FILTER OR OVERLAY,0,0
PCT/US99/20293,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,22960-38,218,27sep1999 19:18:02,9200,2006-03-27,,,200015013,2000-03-16,,,,PEND,BALLAST CIRCUIT WITH LAMP CURRENT REGULATING CIRCUIT,0,0
PCT/US99/20294,1999-09-03,?,PCT,MARC-COLEMAN,MARTHE,Y,59475,3661,345,133000,,None,3190-31PUS,256,10nov2001 00:00:00,9200,2006-03-27,,,200014714,2000-03-16,,,,PEND,FLAT PANEL DISPLAY USING DUAL CPU'S FOR AN AIRCRAFT COCKPIT,0,0
PCT/US99/20295,1999-09-03,?,PCT,ZIRKER,DANIEL,R,78684,1771,428,343000,,None,AVERP2240WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200013888,2000-03-16,,,,PEND,COEXTRUDED ADHESIVE CONSTRUCTIONS,0,0
PCT/US99/20296,1999-09-02,?,PCT,ALLEN,MARIANNE,P,92733,1631,514,044000,,None,P50566-01,256,10nov2001 00:00:00,9200,2006-03-27,,,200015769,2000-03-23,,,,PEND,TOPA,0,0
PCT/US99/20297,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,31919.3916,218,23sep1999 19:17:23,9200,2006-03-27,,,200013537,2000-03-16,,,,PEND,FOOTWEAR SOLE AND ARCH STRAPPING SYSTEM,0,0
PCT/US99/20298,1999-08-31,?,PCT,RODRIGUEZ,ARMANDO,,95097,2877,378,098000,,None,04646.P003PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200013590,2000-03-16,,,,PEND,SYSTEM AND METHOD FOR RADIOGRAPHIC IMAGING OF TISSUE,0,0
PCT/US99/20299,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,WWS 98-003X,218,28sep1999 19:17:11,9200,2006-03-27,,,200016506,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR AM COMPATIBLE DIGITAL BROADCASTING,0,0
PCT/US99/20300,1999-09-02,?,PCT,LE,MARK,T,59078,3617,246,220000,,None,283359000041,256,10nov2001 00:00:00,9200,2006-03-27,,,200017030,2000-03-30,,,,PEND,CAPTIVE POINT DETECTION SYSTEM WITH SINGLE SWITCH POSITION TARGET,0,0
PCT/US99/20301,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,A6016224WO,218,23sep1999 19:16:55,9200,2006-03-27,,,200028359,2000-05-18,,,,PEND,METHOD OF PREPARING OPTICAL FIBER FOR FUSION SPLICING AND METHOD OF FORMING A FUSION SPLICE,0,0
PCT/US99/20302,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,A6016311WO,218,25feb2000 19:16:50,9200,2006-03-27,,,200028358,2000-05-18,,,,PEND,OPTICAL CIRCUIT AND METHODS OF MANUFACTURING AND STOWING AN OPTICAL CIRCUIT,0,0
PCT/US99/20303,1999-09-03,?,PCT,CHAUDHRY,SAEED,T,91410,1746,134,017000,,None,200.0162WO03,256,10nov2001 00:00:00,9200,2006-03-27,,,200016916,2000-03-30,,,,PEND,DIALYZER PRECLEANING SYSTEM,0,0
PCT/US99/20304,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,67-98 WO,218,17nov1999 19:16:32,9200,2006-03-27,,,200014243,2000-03-16,,,,PEND,"PHENOLIC ACID ESTERASES, CODING SEQUENCES AND METHODS",0,0
PCT/US99/20305,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,P8222.01,218,21sep1999 19:16:27,9200,2006-03-27,,,200015119,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR TEMPORARILY IMMOBILIZING A LOCAL AREA OF TISSUE,0,0
PCT/US99/20306,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,7265/DQ,218,22sep1999 19:16:23,9200,2006-03-27,,,200014084,2000-03-16,,,,PEND,SUBSTITUTED DIHYDROBENZOPYRANS USEFUL AS ANTIARRHYTHMIC AGENTS,0,0
PCT/US99/20307,1999-09-03,?,PCT,MULLEN,THOMAS,J,86874,2685,340,572700,,None,IND10180,256,10nov2001 00:00:00,9200,2006-03-27,,,200016277,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR AN OPTIMIZED CIRCUIT FOR AN ELECTROSTATIC RADIO FREQUENCY IDENTIFICATION,0,0
PCT/US99/20308,1999-08-25,?,PCT,MEHTA,ASHWIN,D,63093,1638,800,287000,,None,RUT 99-0002P,256,10nov2001 00:00:00,9200,2006-03-27,,,200012681,2000-03-09,,,,PEND,COMPOSITIONS AND METHODS FOR PRODUCING HIGH-LEVEL SEED-SPECIFIC GENE EXPRESSION IN CORN,0,0
PCT/US99/20309,1999-09-03,?,PCT,HOFSASS,JEFFERY,A,72082,2683,340,572100,,None,IND10163,256,10nov2001 00:00:00,9200,2006-03-27,,,200016286,2000-03-23,,,,PEND,RADIO FREQUENCY IDENTIFICATION TAG APPARATUS AND RELATED METHOD,0,0
PCT/US99/20310,1999-09-03,?,PCT,MULLEN,THOMAS,J,86874,2685,340,572100,,None,IND10209,256,10nov2001 00:00:00,9200,2006-03-27,,,200016278,2000-03-23,,,,PEND,RADIO FREQUENCY IDENTIFICATION STAMP AND RADIO FREQUENCY IDENTIFICATION MAILING LABEL,0,0
PCT/US99/20311,1999-09-03,?,PCT,WU,DANIEL,J,74709,OPQA,340,572100,,None,IND10159,256,10nov2001 00:00:00,9200,2006-03-27,,,200016285,2000-03-23,,,,PEND,AN INTEGRATED CIRCUIT ASSEMBLY AND METHOD OF ASSEMBLY,0,0
PCT/US99/20312,1999-09-03,?,PCT,TRIEU,VAN,THANH,67763,2685,340,572100,,None,IND10207,256,10nov2001 00:00:00,50C0,2001-06-11,,,200016279,2000-03-23,,,,PEND,RADIO FREQUENCY IDENTIFICATION TAG CIRCUIT CHIP HAVING PRINTED INTERCONNECTION PADS,0,0
PCT/US99/20313,1999-09-03,?,PCT,IP,SIKYIN,,77535,1742,148,439000,,None,31294-4,256,10nov2001 00:00:00,9200,2006-03-27,,,200071767,2000-11-30,,,,PEND,ALUMINUM-SILICON ALLOY HAVING IMPROVED PROPERTIES AT ELEVATED TEMPERATURES AND ARTICLES CAST,0,0
PCT/US99/20314,1999-09-03,?,PCT,IP,SIKYIN,,77535,1742,148,685000,,None,31294-3,256,10nov2001 00:00:00,9200,2006-03-27,,,200071772,2000-11-30,,,,PEND,ALUMINUM-SILICON ALLOY HAVING IMPROVED PROPERTIES AT ELEVATED TEMPERATURES,0,0
PCT/US99/20315,1999-09-03,?,PCT,WRIGHT,ANDREW,D,64842,3617,440,038000,,None,10018/004WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200013967,2000-03-16,,,,PEND,STEERING AND THRUST CONTROL SYSTEM FOR WATERJET BOATS,0,0
PCT/US99/20316,1999-09-03,?,PCT,HESS,DOUGLAS,A,64775,2167,198,766000,,None,FMC2172P0390,256,10nov2001 00:00:00,9200,2006-03-27,,,200013994,2000-03-16,,,,PEND,AN IMPROVED LINEAR MOOR DRIVE FOR VIBRATORY FEEDER AND CONVEYORS,0,0
PCT/US99/20317,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,65588,218,23sep1999 19:14:30,9200,2006-03-27,,,200013617,2000-03-16,,,,PEND,ELBOW PROSTHESIS,0,0
PCT/US99/20318,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,31868-,218,28sep1999 19:14:25,9200,2006-03-27,,,200014146,2000-03-16,,,,PEND,METHOD OF BONDING POLYMERS AND MEDICAL DEVICES COMPRISING MATERIALS BONDED BY SAID METHOD,0,0
PCT/US99/20319,1999-09-07,?,PCT,MURPHY,JOSEPH,F,60396,1646,435,007100,,None,0125-0016PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014105,2000-03-16,,,,PEND,MODIFICATIONS OF THE VEGF RECEPTOR-2 PROTEIN AND METHODS OF USE,0,0
PCT/US99/20320,1999-09-03,?,PCT,DANG,KHANH,,82916,2837,181,131000,,None,MULR14.734PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200117431,2001-03-15,,,,PEND,STETHOSCOPE COVER AND COVERED STETHOSCOPE,0,0
PCT/US99/20321,1999-09-02,?,PCT,None,None,None,,5331,000,000000,,None,065724.0111,218,22sep1999 19:13:56,9200,2006-03-27,,,200013578,2000-03-16,,,,PEND,INFRARED ENDOCSCOPE BALLOON PROBES,0,0
PCT/US99/20322,1999-09-03,?,PCT,HAYES,MICHAEL,J,60237,3763,606,194000,,None,ACS 52381,275,12jun2002 00:00:00,9200,2006-03-27,,,200013739,2000-03-16,,,,PEND,STENT DEPLOYMENT SYSTEM AND METHOD OF USE,0,0
PCT/US99/20323,1999-09-03,?,PCT,SAVAGE,MATTHEW,O,95672,1723,210,435000,,None,PCT-26743,256,10nov2001 00:00:00,9200,2006-03-27,,,200013763,2000-03-16,,,,PEND,METHOD OF LASER WELDING TRANSMISSION FILTER HOUSING COMPONENTS,0,0
PCT/US99/20324,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,CRDP-2800 PC,218,23sep1999 19:13:32,9200,2006-03-27,,,200028901,2000-05-25,,,,PEND,CATHETER INCLUDING ULTRASOUND TRANSDUCER WITH EMISSIONS ATTENUATION,0,0
PCT/US99/20325,1999-09-03,?,PCT,TRAN,BINH,X,95981,1713,208,210000,,None,US 153921,566,07dec1999 00:00:00,9200,2006-03-27,,,200015735,2000-03-23,,,,PEND,TWO STAGE HYDROPROCESSING WITH VAPOR-LIQUID INTERSTAGE CONTACTING FOR VAPOR HETEROATOM REMOVAL,0,0
PCT/US99/20326,1999-09-03,?,PCT,PATEL,DHIRUBHAI,R,93252,2831,174,050000,,None,F0371DT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014760,2000-03-16,,,,PEND,EMBEDDABLE MOUNTING DEVICE,0,0
